City,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04
Bonner Springs,81600.0,82000.0,82500.0,83000.0,83500.0,84100.0,84700.0,85400.0,86100.0,87000.0,87800.0,88500.0,89300.0,90200.0,91100.0,91900.0,92800.0,93700.0,94600.0,95500.0,96400.0,97400.0,98300.0,99100.0,99900.0,100700.0,101500.0,102200.0,103000.0,103800.0,104500.0,105200.0,106000.0,106800.0,107500.0,108100.0,108800.0,109400.0,109900.0,110500.0,111100.0,111700.0,112200.0,112700.0,113300.0,113900.0,114400.0,114800.0,115300.0,115800.0,116200.0,116700.0,117200.0,117700.0,118300.0,118900.0,119600.0,120300.0,121000.0,121700.0,122500.0,123200.0,124000.0,124800.0,125600.0,126300.0,127000.0,127600.0,128300.0,128900.0,129300.0,129700.0,130100.0,130400.0,130700.0,131000.0,131300.0,131600.0,131900.0,131800.0,131400.0,131400.0,131900.0,132400.0,132800.0,133200.0,133500.0,133900.0,134500.0,135300.0,136100.0,136900.0,137500.0,138000.0,138700.0,139700.0,141100.0,142800.0,144400.0,145400.0,146000.0,146400.0,146700.0,147400.0,148400.0,149400.0,150100.0,150300.0,150100.0,149900.0,149900.0,150200.0,150800.0,151500.0,152100.0,152700.0,153700.0,154900.0,156000.0,156800.0,157300.0,157300.0,156900.0,156400.0,156100.0,156200.0,156400.0,156700.0,157200.0,157800.0,158300.0,158800.0,159300.0,159700.0,160100.0,160300.0,160500.0,160700.0,160500.0,159600.0,158100.0,156000.0,153600.0,151500.0,150300.0,150200.0,150600.0,150700.0,150500.0,150300.0,150000.0,149700.0,149500.0,149300.0,149000.0,148400.0,148100.0,147900.0,147600.0,146800.0,145800.0,144900.0,144200.0,143600.0,142900.0,142700.0,142700.0,143100.0,143400.0,143800.0,143900.0,144400.0,144900.0,145200.0,145700.0,147100.0,148500.0,148400.0,147400.0,146300.0,144500.0,141300.0,138200.0,135900.0,133800.0,131900.0,130100.0,128300.0,126700.0,125300.0,125700.0,127300.0,128600.0,129700.0,131000.0,132300.0,133700.0,135500.0,136800.0,137300.0,138300.0,140700.0,142700.0,143100.0,142900.0,142800.0,142600.0,142600.0,142900.0,142800.0,142400.0,141900.0,140900.0,140400.0,140200.0,139900.0,139800.0,140600.0,141500.0,141600.0,141100.0,140700.0,141200.0,142300.0,143300.0,144200.0,144600.0,145000.0,145700.0,146800.0,148100.0,149500.0,150500.0,150900.0,150900.0,151600.0,152500.0,152600.0,152400.0,153300.0,155200.0,158100.0,161100.0,163500.0,165600.0,167700.0,168200.0,168000.0,168200.0,168600.0,168800.0,168700.0,168600.0,167800.0,167500.0,168400.0,170000.0,171700.0,174400.0,177200.0,179800.0,181200.0,182300.0,183200.0,183900.0
De Soto,98800.0,99500.0,100300.0,101100.0,101900.0,102800.0,103700.0,104700.0,105800.0,107000.0,108100.0,109300.0,110400.0,111600.0,112700.0,113900.0,114900.0,115900.0,116800.0,117600.0,118500.0,119400.0,120000.0,120600.0,121200.0,121700.0,122100.0,122500.0,122900.0,123200.0,123500.0,123800.0,124100.0,124500.0,124800.0,125100.0,125500.0,125900.0,126300.0,126800.0,127300.0,127900.0,128500.0,129200.0,130000.0,130900.0,131800.0,132700.0,133700.0,134700.0,135800.0,136900.0,138000.0,139200.0,140300.0,141400.0,142600.0,143800.0,144900.0,145900.0,147000.0,148100.0,149100.0,150000.0,150900.0,151700.0,152300.0,153000.0,153500.0,154000.0,154400.0,154700.0,155000.0,155300.0,155600.0,155900.0,156000.0,156200.0,156400.0,156100.0,155400.0,155200.0,155500.0,155700.0,155800.0,155800.0,155700.0,155700.0,156000.0,156800.0,158000.0,159200.0,160400.0,161600.0,162800.0,164300.0,166200.0,168500.0,170600.0,172200.0,172900.0,173100.0,173100.0,172900.0,172500.0,172000.0,171600.0,171500.0,171600.0,172000.0,172800.0,174100.0,175500.0,176900.0,178000.0,179500.0,181700.0,184100.0,185800.0,186500.0,185900.0,184100.0,182200.0,180700.0,180000.0,179700.0,179800.0,180200.0,180500.0,181000.0,181400.0,182000.0,182800.0,183700.0,184600.0,185200.0,185700.0,186100.0,186300.0,186300.0,186100.0,186000.0,185900.0,185700.0,185500.0,185500.0,185300.0,184600.0,183500.0,182100.0,180700.0,179200.0,177600.0,176300.0,175200.0,173900.0,172600.0,171400.0,170200.0,169100.0,168100.0,167100.0,166000.0,165200.0,164600.0,164200.0,164300.0,164700.0,165100.0,166000.0,167400.0,168500.0,169800.0,171400.0,173100.0,175100.0,177100.0,177700.0,177400.0,177000.0,176600.0,175400.0,173900.0,172500.0,171000.0,170300.0,170400.0,170100.0,168600.0,166900.0,166700.0,167200.0,167300.0,166800.0,166600.0,166900.0,167400.0,167200.0,166700.0,166800.0,167600.0,167800.0,167600.0,167700.0,168200.0,168600.0,169600.0,171100.0,171600.0,171800.0,172400.0,172600.0,172600.0,173400.0,173900.0,173800.0,174100.0,174900.0,175800.0,177400.0,179200.0,179700.0,178700.0,178000.0,178200.0,178900.0,178200.0,177200.0,177400.0,179400.0,180700.0,181400.0,182000.0,183200.0,184400.0,185700.0,186800.0,188100.0,190300.0,192100.0,193800.0,196100.0,198000.0,200200.0,203200.0,206700.0,209300.0,210800.0,212500.0,215000.0,215900.0,215800.0,217100.0,219200.0,220700.0,220600.0,219900.0,220200.0,221400.0,222900.0,224500.0,225700.0,229900.0,236300.0,239700.0
Edgerton,76900.0,77300.0,77800.0,78200.0,78600.0,79100.0,79600.0,80100.0,80700.0,81300.0,81900.0,82400.0,82900.0,83400.0,84000.0,84500.0,85100.0,85600.0,86100.0,86600.0,87100.0,87600.0,88000.0,88400.0,88800.0,89100.0,89300.0,89600.0,89700.0,89900.0,90000.0,90000.0,90100.0,90100.0,90000.0,89900.0,89800.0,89700.0,89600.0,89500.0,89500.0,89500.0,89600.0,89800.0,90200.0,90600.0,91100.0,91700.0,92500.0,93300.0,94300.0,95300.0,96400.0,97600.0,98900.0,100200.0,101600.0,103000.0,104300.0,105600.0,107000.0,108300.0,109600.0,110900.0,112100.0,113200.0,114200.0,115200.0,116200.0,117000.0,117700.0,118300.0,119000.0,119600.0,120100.0,120600.0,121000.0,121500.0,122000.0,121900.0,121600.0,121700.0,122400.0,122800.0,123200.0,123600.0,124000.0,124300.0,124500.0,124700.0,124900.0,125200.0,125700.0,126200.0,126600.0,127200.0,127800.0,128300.0,128700.0,129000.0,129300.0,129500.0,129700.0,129900.0,130100.0,130200.0,130300.0,130600.0,131100.0,131800.0,132600.0,133600.0,134600.0,135300.0,135700.0,136400.0,137300.0,138400.0,139200.0,139600.0,139200.0,138400.0,137600.0,137200.0,137100.0,137400.0,137900.0,138300.0,138700.0,138900.0,139300.0,139900.0,140400.0,141100.0,141700.0,142100.0,142300.0,142400.0,142700.0,143000.0,143100.0,142900.0,142900.0,142800.0,142600.0,142700.0,143000.0,142900.0,142400.0,141600.0,140900.0,140400.0,139600.0,138700.0,138100.0,137500.0,136900.0,136300.0,136200.0,136400.0,136800.0,137000.0,137500.0,138100.0,138600.0,139100.0,139200.0,138800.0,138600.0,138800.0,139000.0,139000.0,139100.0,139000.0,138200.0,136900.0,136200.0,135700.0,134700.0,134400.0,134300.0,133500.0,132400.0,132300.0,133200.0,134400.0,134400.0,134100.0,134400.0,134500.0,133500.0,132200.0,131500.0,129700.0,126300.0,122600.0,119600.0,117300.0,116300.0,115600.0,115200.0,115400.0,116200.0,117400.0,118300.0,120200.0,123100.0,125200.0,125900.0,126600.0,127300.0,128000.0,128400.0,128800.0,129300.0,129300.0,129100.0,129000.0,128500.0,128000.0,127400.0,126000.0,124900.0,124400.0,123800.0,123000.0,122900.0,123800.0,124500.0,125100.0,126500.0,128100.0,129500.0,130800.0,131900.0,132700.0,133400.0,134200.0,134800.0,134900.0,134900.0,135600.0,136600.0,137400.0,137700.0,138400.0,139800.0,141100.0,142000.0,142500.0,143100.0,143700.0,145300.0,147700.0,150300.0,152900.0,155700.0,158200.0,160400.0,161900.0,162500.0,162500.0,163700.0,165000.0,165000.0
Gardner,87900.0,88100.0,88500.0,89100.0,89700.0,90600.0,91600.0,92800.0,94300.0,95800.0,97500.0,99400.0,101300.0,103200.0,105000.0,106700.0,108000.0,109100.0,110000.0,110800.0,111400.0,111900.0,112300.0,112700.0,113000.0,113300.0,113500.0,113800.0,113900.0,114100.0,114300.0,114600.0,114900.0,115300.0,115800.0,116400.0,117100.0,117800.0,118700.0,119500.0,120400.0,121300.0,122100.0,123000.0,123900.0,124800.0,125800.0,126700.0,127600.0,128400.0,129200.0,130000.0,130700.0,131500.0,132200.0,133000.0,133900.0,134700.0,135600.0,136600.0,137600.0,138700.0,139700.0,140800.0,141800.0,142800.0,143800.0,144800.0,145700.0,146600.0,147400.0,148100.0,148700.0,149300.0,149900.0,150400.0,150800.0,151000.0,151300.0,151400.0,151400.0,151300.0,151300.0,151300.0,151300.0,151200.0,151200.0,151000.0,150900.0,150900.0,151100.0,151500.0,151900.0,152500.0,153200.0,154000.0,155000.0,156000.0,156900.0,157700.0,158300.0,158900.0,159300.0,159700.0,160000.0,160400.0,160700.0,161000.0,161300.0,161500.0,161800.0,162200.0,162800.0,163600.0,164400.0,165200.0,166000.0,166700.0,167400.0,167900.0,168500.0,169200.0,169700.0,170200.0,170500.0,170800.0,171000.0,171200.0,171700.0,172300.0,172900.0,173300.0,173700.0,174000.0,174100.0,174300.0,174700.0,175300.0,175900.0,176400.0,176800.0,177000.0,177100.0,176900.0,176800.0,176700.0,176600.0,176200.0,175700.0,174900.0,174300.0,173800.0,173300.0,172900.0,172500.0,172100.0,171700.0,171500.0,171300.0,171500.0,172300.0,173000.0,173600.0,174000.0,174200.0,174000.0,173800.0,173900.0,174100.0,174500.0,175100.0,175400.0,175300.0,175000.0,174600.0,174300.0,174200.0,174200.0,174000.0,173400.0,172300.0,171000.0,169700.0,168700.0,168100.0,167700.0,167200.0,166100.0,164300.0,162800.0,162200.0,162300.0,162500.0,162500.0,162700.0,162500.0,161600.0,160600.0,160400.0,160600.0,160900.0,161200.0,161700.0,162300.0,162600.0,162400.0,162200.0,162100.0,162100.0,162600.0,163100.0,163900.0,165200.0,166700.0,167500.0,167700.0,167900.0,168500.0,169500.0,170900.0,172400.0,173000.0,172900.0,173000.0,173300.0,173400.0,173500.0,173600.0,174100.0,174800.0,175100.0,175400.0,175700.0,176000.0,176300.0,176800.0,177200.0,177900.0,178400.0,178600.0,179300.0,180500.0,181800.0,183100.0,184500.0,185600.0,186600.0,187500.0,188400.0,189700.0,191100.0,192000.0,193300.0,195200.0,197300.0,198900.0,200500.0,202400.0,204600.0,206100.0,207300.0,208100.0,208700.0,210500.0,212600.0
Kansas City,56957.0,57057.0,57157.0,57286.0,57400.0,57586.0,57771.0,57943.0,58257.0,58586.0,58971.0,59414.0,59871.0,60486.0,61086.0,61757.0,62500.0,63243.0,64014.0,64757.0,65529.0,66243.0,66871.0,67386.0,67786.0,68143.0,68386.0,68529.0,68600.0,68643.0,68643.0,68643.0,68657.0,68714.0,68714.0,68786.0,68914.0,69143.0,69443.0,69843.0,70257.0,70757.0,71257.0,71743.0,72229.0,72671.0,73029.0,73271.0,73371.0,73386.0,73329.0,73214.0,73086.0,72986.0,73000.0,73129.0,73443.0,73900.0,74514.0,75243.0,76029.0,76900.0,77743.0,78571.0,79386.0,80157.0,80829.0,81443.0,81971.0,82443.0,82829.0,83229.0,83600.0,83943.0,84314.0,84743.0,85129.0,85571.0,86043.0,86414.0,86729.0,87043.0,87400.0,87829.0,88300.0,88729.0,89200.0,89714.0,90186.0,90643.0,91000.0,91343.0,91686.0,92071.0,92500.0,92986.0,93571.0,94257.0,94814.0,95271.0,95600.0,95971.0,96457.0,97114.0,97886.0,98686.0,99286.0,99686.0,100000.0,100229.0,100429.0,100657.0,100814.0,100929.0,100943.0,100986.0,101200.0,101700.0,102286.0,102929.0,103514.0,103957.0,104300.0,104743.0,105229.0,105800.0,106500.0,107171.0,107871.0,108414.0,108729.0,108957.0,109071.0,109029.0,108914.0,108857.0,108857.0,108757.0,108329.0,107457.0,106143.0,104414.0,102443.0,100714.0,99557.0,98900.0,98457.0,97829.0,96757.0,95457.0,94200.0,93057.0,91971.0,90957.0,89871.0,88714.0,87700.0,86757.0,85629.0,84257.0,82829.0,81586.0,80643.0,80071.0,79886.0,79843.0,79857.0,79571.0,79400.0,79629.0,79643.0,79400.0,79086.0,78571.0,77971.0,77600.0,76857.0,75843.0,74700.0,73571.0,71929.0,69586.0,67357.0,65814.0,65014.0,64643.0,64271.0,63571.0,62729.0,62171.0,62200.0,62214.0,61786.0,61600.0,61943.0,62357.0,62214.0,62129.0,62314.0,62529.0,62829.0,63343.0,63900.0,64500.0,65229.0,65614.0,65757.0,66157.0,67143.0,68200.0,68614.0,68529.0,68386.0,68286.0,68214.0,68343.0,68843.0,69586.0,70543.0,71343.0,71529.0,71214.0,71214.0,71771.0,72629.0,73529.0,74271.0,74986.0,75843.0,76586.0,77471.0,78486.0,78929.0,78529.0,78200.0,78457.0,78843.0,78771.0,78486.0,78571.0,79286.0,80671.0,82271.0,83800.0,85686.0,87914.0,89671.0,90757.0,91771.0,93014.0,94429.0,95914.0,97429.0,99314.0,99400.0,98700.0,99614.0,101943.0,103614.0,105586.0,107171.0,108343.0,109300.0,110414.0,111414.0
Leawood,197825.0,198575.0,199475.0,200475.0,201575.0,202900.0,204475.0,206425.0,208775.0,211475.0,214500.0,217825.0,221650.0,225725.0,230000.0,234350.0,238675.0,242800.0,246850.0,250700.0,254375.0,257850.0,260975.0,263800.0,266350.0,268650.0,270725.0,272475.0,274000.0,275375.0,276675.0,277925.0,279250.0,280600.0,282025.0,283400.0,284875.0,286475.0,288100.0,289750.0,291325.0,293025.0,294775.0,296650.0,298650.0,300725.0,302875.0,305100.0,307500.0,310050.0,312650.0,315275.0,317925.0,320675.0,323475.0,326425.0,329350.0,332125.0,334850.0,337550.0,340275.0,342875.0,345350.0,347625.0,349650.0,351600.0,353425.0,355200.0,356750.0,358100.0,359450.0,360875.0,362450.0,364050.0,365625.0,367050.0,368400.0,369700.0,371125.0,371875.0,372050.0,372425.0,373375.0,374350.0,375375.0,376500.0,377875.0,379300.0,380700.0,382100.0,383500.0,384800.0,385850.0,386600.0,387125.0,387775.0,388475.0,389325.0,390450.0,392000.0,393975.0,396350.0,398800.0,401075.0,403075.0,404950.0,406750.0,409000.0,411800.0,414900.0,418250.0,421850.0,425150.0,427500.0,429225.0,431625.0,435650.0,440550.0,444325.0,445775.0,444050.0,439325.0,433300.0,428475.0,425800.0,425175.0,425725.0,426550.0,427175.0,427875.0,428725.0,430625.0,434550.0,440125.0,445625.0,449475.0,450600.0,449725.0,448100.0,446200.0,444175.0,442600.0,440975.0,439675.0,438775.0,437925.0,436675.0,435750.0,435325.0,435525.0,435925.0,435800.0,434900.0,433925.0,432475.0,431100.0,430150.0,429650.0,426675.0,419800.0,410725.0,402575.0,395775.0,390575.0,387300.0,384075.0,382625.0,381375.0,379325.0,377750.0,379275.0,382475.0,387400.0,391400.0,394050.0,396350.0,397375.0,397375.0,397275.0,396450.0,394050.0,391400.0,390025.0,389950.0,389550.0,388825.0,388450.0,388575.0,389625.0,391150.0,391850.0,392325.0,393500.0,394300.0,394450.0,394650.0,395400.0,396600.0,397875.0,398925.0,399700.0,400475.0,401475.0,402975.0,405550.0,408900.0,411300.0,413125.0,415325.0,417375.0,419725.0,422150.0,423900.0,425525.0,428100.0,429875.0,430400.0,430600.0,431875.0,433425.0,434325.0,435325.0,435975.0,435750.0,435575.0,435450.0,434925.0,435325.0,436775.0,437725.0,438075.0,438725.0,439425.0,440175.0,441625.0,443650.0,444950.0,446450.0,447875.0,449650.0,452175.0,456725.0,462225.0,467925.0,472725.0,477575.0,482075.0,486200.0,489300.0,492175.0,494550.0,496950.0,500225.0,504325.0,508150.0,511775.0,516125.0,521275.0,525250.0,527400.0,529650.0,532450.0,534275.0,538075.0,543125.0
Lenexa,140675.0,141850.0,143100.0,144300.0,145575.0,146800.0,148125.0,149475.0,150950.0,152525.0,153975.0,155375.0,156800.0,158275.0,159725.0,161175.0,162575.0,163900.0,165275.0,166625.0,168050.0,169550.0,170925.0,172100.0,173400.0,174675.0,175950.0,177175.0,178350.0,179575.0,180850.0,182075.0,183425.0,184825.0,186150.0,187350.0,188625.0,189875.0,191175.0,192475.0,193800.0,195125.0,196450.0,197800.0,199250.0,200775.0,202175.0,203475.0,204800.0,206150.0,207425.0,208675.0,209850.0,210925.0,212025.0,213050.0,214050.0,215000.0,215825.0,216550.0,217275.0,217950.0,218575.0,219200.0,219675.0,220150.0,220625.0,221125.0,221575.0,221950.0,222325.0,222725.0,223150.0,223625.0,224100.0,224575.0,224975.0,225375.0,225850.0,226300.0,226750.0,227250.0,227750.0,228125.0,228400.0,228600.0,228750.0,228875.0,229025.0,229300.0,229775.0,230350.0,231025.0,231775.0,232675.0,233700.0,234775.0,235925.0,237075.0,238225.0,239375.0,240500.0,241625.0,242625.0,243575.0,244450.0,245275.0,246225.0,247425.0,248825.0,250450.0,252275.0,254075.0,255550.0,256575.0,257550.0,258875.0,260425.0,261900.0,263050.0,263650.0,263475.0,262950.0,262500.0,262500.0,262800.0,263375.0,263975.0,264625.0,265325.0,265975.0,266875.0,268100.0,269575.0,270875.0,271900.0,272600.0,273175.0,273500.0,273600.0,273650.0,273650.0,273475.0,273200.0,273000.0,272750.0,272200.0,271200.0,269825.0,268350.0,266950.0,265425.0,263950.0,262600.0,261150.0,259700.0,258400.0,257050.0,255425.0,253750.0,252425.0,251450.0,250750.0,250200.0,249725.0,249350.0,249450.0,249150.0,248100.0,247900.0,248750.0,249300.0,249775.0,250150.0,250600.0,251150.0,251225.0,250375.0,249825.0,249950.0,249550.0,248050.0,246625.0,246225.0,246075.0,245850.0,245400.0,244950.0,244875.0,245175.0,244775.0,243800.0,243325.0,243850.0,244875.0,245925.0,246725.0,247350.0,248125.0,248775.0,249425.0,250425.0,251450.0,252400.0,253825.0,254975.0,255625.0,255875.0,256250.0,256575.0,257100.0,257600.0,258200.0,259125.0,260525.0,262100.0,263475.0,264500.0,265675.0,267025.0,268050.0,268675.0,269450.0,271000.0,272475.0,273375.0,273750.0,274400.0,275250.0,276325.0,277175.0,278125.0,279550.0,281425.0,283000.0,284250.0,285050.0,286100.0,286975.0,287025.0,287200.0,288650.0,290675.0,292750.0,294125.0,294725.0,295175.0,295400.0,295350.0,295450.0,295825.0,296850.0,298875.0,301350.0,302775.0,303225.0,303950.0,305400.0,306700.0,307725.0,309000.0,309875.0,311400.0,314250.0,316600.0
Mission,79500.0,79700.0,79900.0,80200.0,80600.0,81100.0,81800.0,82800.0,83900.0,85200.0,86500.0,88100.0,89800.0,91400.0,92900.0,94300.0,95600.0,96600.0,97300.0,97900.0,98300.0,98700.0,98900.0,99100.0,99300.0,99500.0,99700.0,99900.0,100200.0,100500.0,100800.0,101200.0,101600.0,102000.0,102400.0,102900.0,103500.0,104000.0,104500.0,105100.0,105600.0,106100.0,106800.0,107400.0,108000.0,108700.0,109400.0,110200.0,110900.0,111700.0,112500.0,113200.0,114000.0,114700.0,115500.0,116200.0,117000.0,117800.0,118600.0,119500.0,120300.0,121200.0,122100.0,122900.0,123800.0,124600.0,125300.0,126100.0,126800.0,127500.0,128200.0,128900.0,129500.0,130200.0,130800.0,131400.0,132000.0,132500.0,133100.0,133600.0,134000.0,134600.0,135400.0,136100.0,136700.0,137100.0,137200.0,137300.0,137300.0,137500.0,137800.0,138200.0,138600.0,139000.0,139200.0,139500.0,139900.0,140300.0,140600.0,140800.0,140900.0,141000.0,141100.0,141400.0,141700.0,142100.0,142300.0,142400.0,142700.0,143200.0,143700.0,144500.0,145300.0,146000.0,146400.0,146700.0,146900.0,147300.0,147800.0,148300.0,148900.0,149600.0,150300.0,151000.0,151500.0,151900.0,152300.0,152700.0,153100.0,153500.0,153900.0,154300.0,154500.0,154600.0,154500.0,154600.0,155100.0,155800.0,156500.0,157000.0,157300.0,157600.0,157700.0,157700.0,157600.0,157600.0,157400.0,156800.0,155800.0,154700.0,153600.0,152500.0,151500.0,150500.0,149700.0,148800.0,148000.0,147300.0,146700.0,146600.0,146900.0,147300.0,147700.0,147900.0,148200.0,148400.0,148300.0,148300.0,148600.0,149300.0,149900.0,150100.0,149900.0,149700.0,149100.0,148400.0,147700.0,146800.0,145700.0,145100.0,143700.0,140900.0,138200.0,137000.0,136500.0,136000.0,135700.0,135500.0,135500.0,135700.0,135800.0,135600.0,135300.0,135200.0,135000.0,134500.0,133500.0,132500.0,132100.0,132200.0,132400.0,132300.0,132500.0,132900.0,133700.0,134900.0,136200.0,136700.0,137100.0,137300.0,137500.0,137700.0,138000.0,138400.0,138900.0,139000.0,139100.0,139500.0,140000.0,140600.0,141000.0,141200.0,141200.0,141400.0,141400.0,141400.0,141600.0,142000.0,142500.0,143200.0,143700.0,144100.0,144700.0,145500.0,146300.0,146900.0,147300.0,147600.0,148100.0,149000.0,150100.0,152200.0,155300.0,158200.0,160400.0,162500.0,164700.0,166500.0,167800.0,169100.0,170500.0,172200.0,174000.0,175500.0,176500.0,177300.0,178400.0,179800.0,180600.0,181000.0,181900.0,183600.0,185100.0,186200.0,187000.0
Olathe,101900.0,102050.0,102350.0,102850.0,103600.0,104500.0,105700.0,107200.0,108850.0,110800.0,113150.0,115850.0,118800.0,121700.0,124450.0,126800.0,128800.0,130400.0,131750.0,132950.0,133800.0,134500.0,135150.0,135800.0,136350.0,136850.0,137400.0,137900.0,138400.0,138850.0,139250.0,139700.0,140050.0,140350.0,140700.0,141150.0,141550.0,142000.0,142500.0,143050.0,143550.0,144150.0,144850.0,145550.0,146200.0,146800.0,147550.0,148350.0,149100.0,149800.0,150500.0,151250.0,151950.0,152550.0,153200.0,153950.0,154600.0,155250.0,156000.0,156900.0,157900.0,158900.0,160000.0,161100.0,162200.0,163200.0,164200.0,165250.0,166150.0,167000.0,167800.0,168550.0,169250.0,169800.0,170400.0,170850.0,171150.0,171400.0,171500.0,171650.0,171750.0,171950.0,172400.0,172850.0,173250.0,173550.0,173750.0,173900.0,174150.0,174600.0,175300.0,176100.0,177050.0,178000.0,178750.0,179350.0,179750.0,180100.0,180350.0,180600.0,180800.0,180900.0,181050.0,181200.0,181350.0,181500.0,181700.0,182050.0,182650.0,183550.0,184600.0,185800.0,187000.0,188000.0,188800.0,189550.0,190300.0,191100.0,191900.0,192700.0,193450.0,194050.0,194600.0,195050.0,195550.0,196050.0,196500.0,196950.0,197500.0,198050.0,198600.0,199200.0,199750.0,200050.0,200200.0,200400.0,200900.0,201700.0,202450.0,203100.0,203450.0,203650.0,203600.0,203500.0,203400.0,203250.0,202850.0,202350.0,201550.0,200800.0,199950.0,199100.0,198350.0,197700.0,197050.0,196500.0,196000.0,195450.0,194750.0,194250.0,194050.0,194000.0,193950.0,194000.0,194050.0,194200.0,194350.0,194200.0,194150.0,194500.0,195050.0,195250.0,195100.0,194450.0,193850.0,193450.0,192900.0,192150.0,191450.0,190400.0,188450.0,186300.0,185050.0,184550.0,184050.0,183700.0,183650.0,183500.0,183400.0,183400.0,183100.0,182950.0,183350.0,183950.0,184250.0,184100.0,183850.0,183650.0,183400.0,183100.0,182950.0,182850.0,183200.0,184100.0,185200.0,186050.0,186750.0,187300.0,187850.0,188400.0,188900.0,189350.0,189950.0,190700.0,191550.0,192200.0,192600.0,193100.0,193550.0,193950.0,194450.0,194950.0,195500.0,196150.0,196800.0,197400.0,197850.0,198300.0,198900.0,199750.0,200700.0,202100.0,203350.0,204350.0,205350.0,206350.0,207050.0,207950.0,208850.0,209600.0,210600.0,212600.0,215050.0,217750.0,220400.0,222550.0,224350.0,225700.0,226850.0,228050.0,229250.0,230500.0,232300.0,234150.0,235050.0,235050.0,235650.0,236800.0,237950.0,239300.0,240800.0,241850.0,243200.0,245150.0,246400.0
